//원래파일,대체할파일,타입
Origin,Proxy,Type
player/Natalie_BigHurt_3.mp3,player/Female_BigHurt_3.wav,sound
player/Natalie_BigHurt_4.mp3,player/Female_BigHurt_1.wav,sound
player/Natalie_BigHurt_5.mp3,player/Female_BigHurt_2.wav,sound
player/Natalie_Death_1.mp3,player/Female_Death_1.wav,sound
player/Natalie_Death_2.mp3,player/Female_Death_2.wav,sound
player/Natalie_Death_3.mp3,player/Female_Death_1.wav,sound
player/Natalie_Hurt_1.mp3,player/Female_Hurt_1.wav,sound
player/Natalie_Hurt_2.mp3,player/Female_Hurt_2.wav,sound
player/Natalie_Hurt_3.mp3,player/Female_Hurt_3.wav,sound
player/Natalie_Hurt_4.mp3,player/Female_Hurt_1.wav,sound
player/Natalie_Hurt_5.mp3,player/Female_Hurt_2.wav,sound
UI/UI_natalie/ui_change_weapon_Natalie_1.mp3,,sound
UI/UI_natalie/ui_change_weapon_Natalie_2.mp3,,sound
UI/UI_natalie/ui_select_characters_Natalie_1.mp3,,sound
UI/UI_natalie/ui_select_characters_Natalie_2.mp3,,sound
UI/UI_natalie/ui_wating_count_end_Natalie.mp3,,sound
,,
player/yell/ChoiJiYun/Blind_1.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/ChoiJiYun/Blind_2.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/ChoiJiYun/Blind_3.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/ChoiJiYun/Blind_4.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/ChoiJiYun/Blind_5.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/ChoiJiYun/Blind_6.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/ChoiJiYun/Blind_7.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/ChoiJiYun/Blind_8.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/ChoiJiYun/Flashbang.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/ChoiJiYun/Grenade.mp3,player/yell/female/Grenade_1.mp3,sound
player/yell/ChoiJiYun/Help_1.mp3,player/yell/female/Help_1.mp3,sound
player/yell/ChoiJiYun/Help_2.mp3,player/yell/female/Help_2.mp3,sound
player/yell/ChoiJiYun/Help_3.mp3,player/yell/female/Help_3.mp3,sound
player/yell/ChoiJiYun/Help_4.mp3,player/yell/female/Help_1.mp3,sound
player/yell/ChoiJiYun/Help_5.mp3,player/yell/female/Help_2.mp3,sound
player/yell/ChoiJiYun/Help_6.mp3,player/yell/female/Help_3.mp3,sound
player/yell/ChoiJiYun/KillSounding_1.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/ChoiJiYun/KillSounding_2.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/ChoiJiYun/KillSounding_3.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/ChoiJiYun/KillSounding_4.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/ChoiJiYun/KillSounding_5.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/ChoiJiYun/KillSounding_6.mp3,player/yell/female/KillSounding_6.mp3,sound
player/yell/ChoiJiYun/KillSounding_7.mp3,player/yell/female/KillSounding_7.mp3,sound
player/yell/ChoiJiYun/KillSounding_8.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/ChoiJiYun/KillSounding_9.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/ChoiJiYun/KillSounding_10.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/ChoiJiYun/KillSounding_11.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/ChoiJiYun/KillSounding_12.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/ChoiJiYun/Reloading_1.mp3,player/yell/female/Reloading_1.mp3,sound
player/yell/ChoiJiYun/Reloading_2.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/ChoiJiYun/Reloading_3.mp3,player/yell/female/Reloading_1.mp3,sound
player/yell/ChoiJiYun/Smoke.mp3,player/yell/female/Smoke.mp3,sound
player/yell/ChoiJiYun/Sniper_1.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/ChoiJiYun/Sniper_2.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/ChoiJiYun/Sniper_3.mp3,player/yell/female/Sniper_3.mp3,sound
player/yell/ChoiJiYun/Sniper_4.mp3,player/yell/female/Sniper_1.mp3,sound
,,
player/yell/yuri/Blind_1.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/yuri/Blind_2.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/yuri/Blind_3.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/yuri/Blind_4.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/yuri/Blind_5.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/yuri/Blind_6.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/yuri/Blind_7.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/yuri/Blind_8.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/yuri/Flashbang.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/yuri/Grenade_1.mp3,player/yell/female/Grenade_1.mp3,sound
player/yell/yuri/Grenade_2.mp3,player/yell/female/Grenade_2.mp3,sound
player/yell/yuri/Help_1.mp3,player/yell/female/Help_1.mp3,sound
player/yell/yuri/Help_2.mp3,player/yell/female/Help_2.mp3,sound
player/yell/yuri/Help_3.mp3,player/yell/female/Help_3.mp3,sound
player/yell/yuri/Help_4.mp3,player/yell/female/Help_1.mp3,sound
player/yell/yuri/Help_5.mp3,player/yell/female/Help_2.mp3,sound
player/yell/yuri/Help_6.mp3,player/yell/female/Help_3.mp3,sound
player/yell/yuri/KillSounding_1.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/yuri/KillSounding_2.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/yuri/KillSounding_3.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/yuri/KillSounding_4.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/yuri/KillSounding_5.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/yuri/KillSounding_6.mp3,player/yell/female/KillSounding_6.mp3,sound
player/yell/yuri/KillSounding_7.mp3,player/yell/female/KillSounding_7.mp3,sound
player/yell/yuri/KillSounding_8.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/yuri/KillSounding_9.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/yuri/KillSounding_10.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/yuri/KillSounding_11.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/yuri/KillSounding_12.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/yuri/KillSounding_13.mp3,player/yell/female/KillSounding_6.mp3,sound
player/yell/yuri/KillSounding_14.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/yuri/Reloading_1.mp3,player/yell/female/Reloading_1.mp3,sound
player/yell/yuri/Reloading_2.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/yuri/Smoke.mp3,player/yell/female/Smoke.mp3,sound
player/yell/yuri/Sniper_1.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/yuri/Sniper_2.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/yuri/Sniper_3.mp3,player/yell/female/Sniper_3.mp3,sound
player/yell/yuri/Sniper_4.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/yuri/Sniper_5.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/yuri/Sniper_6.mp3,player/yell/female/Sniper_3.mp3,sound
,,
player/yell/marie/Blind_1.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/marie/Blind_2.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/marie/Blind_3.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/marie/Blind_4.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/marie/Flashbang_1.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/marie/Flashbang_2.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/marie/Grenade_1.mp3,player/yell/female/Grenade_1.mp3,sound
player/yell/marie/Grenade_2.mp3,player/yell/female/Grenade_2.mp3,sound
player/yell/marie/Help_1.mp3,player/yell/female/Help_1.mp3,sound
player/yell/marie/Help_2.mp3,player/yell/female/Help_2.mp3,sound
player/yell/marie/Help_3.mp3,player/yell/female/Help_3.mp3,sound
player/yell/marie/Help_4.mp3,player/yell/female/Help_1.mp3,sound
player/yell/marie/KillSounding_1.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/marie/KillSounding_2.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/marie/KillSounding_3.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/marie/KillSounding_4.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/marie/KillSounding_5.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/marie/KillSounding_6.mp3,player/yell/female/KillSounding_6.mp3,sound
player/yell/marie/KillSounding_7.mp3,player/yell/female/KillSounding_7.mp3,sound
player/yell/marie/KillSounding_8.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/marie/KillSounding_9.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/marie/KillSounding_10.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/marie/Reloading_1.mp3,player/yell/female/Reloading_1.mp3,sound
player/yell/marie/Reloading_2.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/marie/Reloading_3.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/marie/Reloading_4.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/marie/Smoke_1.mp3,player/yell/female/Smoke.mp3,sound
player/yell/marie/Smoke_2.mp3,player/yell/female/Smoke.mp3,sound
player/yell/marie/Sniper_1.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/marie/Sniper_2.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/marie/Sniper_3.mp3,player/yell/female/Sniper_3.mp3,sound
player/yell/marie/Sniper_4.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/marie/Sniper_5.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/marie/Sniper_6.mp3,player/yell/female/Sniper_3.mp3,sound
,,
player/yell/natalie/Blind_1.mp3,player/yell/female/Blind_1.mp3,sound
player/yell/natalie/Blind_2.mp3,player/yell/female/Blind_2.mp3,sound
player/yell/natalie/Blind_3.mp3,player/yell/female/Blind_3.mp3,sound
player/yell/natalie/Blind_4.mp3,player/yell/female/Blind_4.mp3,sound
player/yell/natalie/Flashbang_1.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/natalie/Flashbang_2.mp3,player/yell/female/Flashbang.mp3,sound
player/yell/natalie/Grenade_1.mp3,player/yell/female/Grenade_1.mp3,sound
player/yell/natalie/Grenade_2.mp3,player/yell/female/Grenade_2.mp3,sound
player/yell/natalie/Help_1.mp3,player/yell/female/Help_1.mp3,sound
player/yell/natalie/Help_2.mp3,player/yell/female/Help_2.mp3,sound
player/yell/natalie/Help_3.mp3,player/yell/female/Help_3.mp3,sound
player/yell/natalie/Help_4.mp3,player/yell/female/Help_1.mp3,sound
player/yell/natalie/KillSounding_1.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/natalie/KillSounding_2.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/natalie/KillSounding_3.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/natalie/KillSounding_4.mp3,player/yell/female/KillSounding_4.mp3,sound
player/yell/natalie/KillSounding_5.mp3,player/yell/female/KillSounding_5.mp3,sound
player/yell/natalie/KillSounding_6.mp3,player/yell/female/KillSounding_6.mp3,sound
player/yell/natalie/KillSounding_7.mp3,player/yell/female/KillSounding_7.mp3,sound
player/yell/natalie/KillSounding_8.mp3,player/yell/female/KillSounding_1.mp3,sound
player/yell/natalie/KillSounding_9.mp3,player/yell/female/KillSounding_2.mp3,sound
player/yell/natalie/KillSounding_10.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/natalie/KillSounding_11.mp3,player/yell/female/KillSounding_3.mp3,sound
player/yell/natalie/Reloading_1.mp3,player/yell/female/Reloading_1.mp3,sound
player/yell/natalie/Reloading_2.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/natalie/Reloading_3.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/natalie/Reloading_4.mp3,player/yell/female/Reloading_2.mp3,sound
player/yell/natalie/Smoke.mp3,player/yell/female/Smoke.mp3,sound
player/yell/natalie/Sniper_1.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/natalie/Sniper_2.mp3,player/yell/female/Sniper_2.mp3,sound
player/yell/natalie/Sniper_3.mp3,player/yell/female/Sniper_3.mp3,sound
player/yell/natalie/Sniper_4.mp3,player/yell/female/Sniper_1.mp3,sound
player/yell/natalie/Sniper_5.mp3,player/yell/female/Sniper_2.mp3,sound
,,
player/yell/linclon/Blind_1.mp3,player/yell/male/Blind_1.mp3,sound
player/yell/linclon/Blind_2.mp3,player/yell/male/Blind_2.mp3,sound
player/yell/linclon/Blind_3.mp3,player/yell/male/Blind_3.mp3,sound
player/yell/linclon/Blind_4.mp3,player/yell/male/Blind_4.mp3,sound
player/yell/linclon/Blind_5.mp3,player/yell/male/Blind_1.mp3,sound
player/yell/linclon/Blind_6.mp3,player/yell/male/Blind_2.mp3,sound
player/yell/linclon/Flashbang.mp3,player/yell/male/Flashbang.mp3,sound
player/yell/linclon/Grenade.mp3,player/yell/male/Grenade_1.mp3,sound
player/yell/linclon/Help_1.mp3,player/yell/male/Help_1.mp3,sound
player/yell/linclon/Help_2.mp3,player/yell/male/Help_2.mp3,sound
player/yell/linclon/Help_3.mp3,player/yell/male/Help_3.mp3,sound
player/yell/linclon/Help_4.mp3,player/yell/male/Help_1.mp3,sound
player/yell/linclon/Help_5.mp3,player/yell/male/Help_2.mp3,sound
player/yell/linclon/Help_6.mp3,player/yell/male/Help_3.mp3,sound
player/yell/linclon/KillSounding_1.mp3,player/yell/male/KillSounding_1.mp3,sound
player/yell/linclon/KillSounding_2.mp3,player/yell/male/KillSounding_2.mp3,sound
player/yell/linclon/KillSounding_3.mp3,player/yell/male/KillSounding_3.mp3,sound
player/yell/linclon/KillSounding_4.mp3,player/yell/male/KillSounding_4.mp3,sound
player/yell/linclon/KillSounding_5.mp3,player/yell/male/KillSounding_1.mp3,sound
player/yell/linclon/KillSounding_6.mp3,player/yell/male/KillSounding_2.mp3,sound
player/yell/linclon/KillSounding_7.mp3,player/yell/male/KillSounding_3.mp3,sound
player/yell/linclon/KillSounding_8.mp3,player/yell/male/KillSounding_4.mp3,sound
player/yell/linclon/KillSounding_9.mp3,player/yell/male/KillSounding_1.mp3,sound
player/yell/linclon/Reloading_1.mp3,player/yell/male/Reloading_1.mp3,sound
player/yell/linclon/Reloading_2.mp3,player/yell/male/Reloading_2.mp3,sound
player/yell/linclon/Reloading_3.mp3,player/yell/male/Reloading_1.mp3,sound
player/yell/linclon/Smoke.mp3,player/yell/male/Smoke.mp3,sound
player/yell/linclon/Sniper_1.mp3,player/yell/male/Sniper_1.mp3,sound
player/yell/linclon/Sniper_2.mp3,player/yell/male/Sniper_2.mp3,sound
player/yell/linclon/Sniper_3.mp3,player/yell/male/Sniper_3.mp3,sound
player/yell/linclon/Sniper_4.mp3,player/yell/male/Sniper_1.mp3,sound
player/yell/linclon/Sniper_5.mp3,player/yell/male/Sniper_2.mp3,sound
,,
player/yell/mao/Blind_1.mp3,player/yell/male/Blind_1.mp3,sound
player/yell/mao/Blind_2.mp3,player/yell/male/Blind_2.mp3,sound
player/yell/mao/Blind_3.mp3,player/yell/male/Blind_3.mp3,sound
player/yell/mao/Blind_4.mp3,player/yell/male/Blind_4.mp3,sound
player/yell/mao/Blind_5.mp3,player/yell/male/Blind_1.mp3,sound
player/yell/mao/Blind_6.mp3,player/yell/male/Blind_2.mp3,sound
player/yell/mao/Blind_7.mp3,player/yell/male/Blind_3.mp3,sound
player/yell/mao/Flashbang_1.mp3,player/yell/male/Flashbang.mp3,sound
player/yell/mao/Flashbang_2.mp3,player/yell/male/Flashbang.mp3,sound
player/yell/mao/Grenade_1.mp3,player/yell/male/Grenade_1.mp3,sound
player/yell/mao/Grenade_2.mp3,player/yell/male/Grenade_2.mp3,sound
player/yell/mao/Help_1.mp3,player/yell/male/Help_1.mp3,sound
player/yell/mao/Help_2.mp3,player/yell/male/Help_2.mp3,sound
player/yell/mao/Help_3.mp3,player/yell/male/Help_3.mp3,sound
player/yell/mao/Help_4.mp3,player/yell/male/Help_1.mp3,sound
player/yell/mao/Help_5.mp3,player/yell/male/Help_2.mp3,sound
player/yell/mao/KillSounding_1.mp3,player/yell/male/KillSounding_1.mp3,sound
player/yell/mao/KillSounding_2.mp3,player/yell/male/KillSounding_2.mp3,sound
player/yell/mao/KillSounding_3.mp3,player/yell/male/KillSounding_3.mp3,sound
player/yell/mao/KillSounding_4.mp3,player/yell/male/KillSounding_4.mp3,sound
player/yell/mao/KillSounding_5.mp3,player/yell/male/KillSounding_1.mp3,sound
player/yell/mao/KillSounding_6.mp3,player/yell/male/KillSounding_2.mp3,sound
player/yell/mao/KillSounding_7.mp3,player/yell/male/KillSounding_3.mp3,sound
player/yell/mao/KillSounding_8.mp3,player/yell/male/KillSounding_4.mp3,sound
player/yell/mao/Reloading_1.mp3,player/yell/male/Reloading_1.mp3,sound
player/yell/mao/Reloading_2.mp3,player/yell/male/Reloading_2.mp3,sound
player/yell/mao/Smoke_1.mp3,player/yell/male/Smoke.mp3,sound
player/yell/mao/Smoke_2.mp3,player/yell/male/Smoke.mp3,sound
player/yell/mao/Sniper_1.mp3,player/yell/male/Sniper_1.mp3,sound
player/yell/mao/Sniper_2.mp3,player/yell/male/Sniper_2.mp3,sound
player/yell/mao/Sniper_3.mp3,player/yell/male/Sniper_3.mp3,sound
